,Occurrence,Filière,Produit,Indicateur, Valeur 
7900,2020,Rosacées,Caroubier,Superficie (Ha),3073.0
7901,2020,Rosacées,Abricotier,Superficie (Ha),30.0
7902,2020,Céréales,Blé tendre,Production-T (Tonnes),40374.0
7903,2020,Rosacées,Prunier,Superficie (Ha),9.0
7905,2020,Légumineuses,Petit pois,Production-T (Tonnes),242.0
7906,2020,Agrumes,Petit fruit_Ortanique,Superficie (Ha),4.0
7907,2020,Agrumes,Petit fruit_Nules,Superficie (Ha),118.0
7908,2020,Maraîchage,Betterave potager,Superficie (Ha),8.0
7909,2020,Vignes,Raisin de table,Production-T (Tonnes),2.0
7911,2020,Maraîchage,Menthe,Superficie (Ha),100.0
7912,2020,Fourragères,Bersim,Superficie (Ha),15.0
7913,2020,Agrumes,Petit fruit_Clémentine,Production-T (Tonnes),1514.0
7914,2020,Céréales,Blé dur,Production-T (Tonnes),48.0
7915,2020,Agrumes,Petit fruit_Nador cott,Production-T (Tonnes),21705.0
7916,2020,Maraîchage,Fève verte,Production-T (Tonnes),1200.0
7917,2020,Fourragères,Bersim,Production-T (Tonnes),71350.0
7918,2020,Maraîchage,Courge courgette,Production-T (Tonnes),465.0
7919,2020,Rosacées,Bananier,Superficie (Ha),282.0
7920,2020,Maraîchage,Melon,Superficie (Ha),8.0
7922,2020,Rosacées,Caroubier,Production-T (Tonnes),38480.0
7923,2020,Céréales,Blé tendre,Production-T (Tonnes),7287.0
7924,2020,Maraîchage,Fève verte,Superficie (Ha),32.0
7925,2020,Céréales,Blé dur,Production-T (Tonnes),116.0
7926,2020,Maraîchage,Fève verte,Superficie (Ha),10.0
7927,2020,Agrumes,Orange_Navel,Superficie (Ha),1112.0
7928,2020,Fourragères,Triticale,Production-T (Tonnes),1296.0
7929,2020,Rosacées,Pêcher-nectarine,Superficie (Ha),203.0
7930,2020,Agrumes,Petit fruit_Clémentine,Superficie (Ha),181.0
7931,2020,Maraîchage,Oignon vert,Superficie (Ha),115.0
7932,2020,Agrumes,Orange_Maroc late,Production-T (Tonnes),5174.0
7933,2020,Maraîchage,Concombre,Superficie (Ha),5.0
7934,2020,Amandiers,Amandier,Production-T (Tonnes),108.0
7935,2020,Rosacées,Figuier,Production-T (Tonnes),4125.0
7936,2020,Céréales,Orge,Superficie (Ha),465.0
7938,2020,Maraîchage,Menthe,Superficie (Ha),22.0
7939,2020,Fourragères,Mais fourrager,Superficie (Ha),265.0
7940,2020,Rosacées,Autres plantations fruitières,Production-T (Tonnes),450.0
7942,2020,Maraîchage,Choux pomme,Production-T (Tonnes),250.0
7943,2020,Fourragères,Vesce avoine,Production-T (Tonnes),7500.0
7944,2020,Maraîchage,Piment poivron,Production-T (Tonnes),1000.0
7945,2020,Maraîchage,Piment poivron,Superficie (Ha),14.0
7946,2020,Céréales,Orge,Superficie (Ha),9500.0
7947,2020,Céréales,Blé tendre,Production-T (Tonnes),1764.0
7948,2020,Maraîchage,Petit Pois vert,Superficie (Ha),400.0
7951,2020,Maraîchage,Pomme de terre,Production-T (Tonnes),628.0
7952,2020,Rosacées,Poirier,Superficie (Ha),9.0
7953,2020,Rosacées,Abricotier,Production-T (Tonnes),90.0
7954,2020,Maraîchage,Courge courgette,Production-T (Tonnes),983.0
7955,2020,Fourragères,Luzerne,Production-T (Tonnes),960.0
7956,2020,Rosacées,Pommier,Superficie (Ha),64.0
7958,2020,Maraîchage,Fève verte,Superficie (Ha),140.0
7959,2020,Maraîchage,Pomme de terre,Production-T (Tonnes),1075.0
7960,2020,Maraîchage,Pomme de terre,Production-T (Tonnes),9000.0
7961,2020,Maraîchage,Pastèque,Production-T (Tonnes),1400.0
7962,2020,Oliviers,Olivier,Superficie (Ha),1054.0
7963,2020,Agrumes,Petit fruit_Autres,Superficie (Ha),119.0
7964,2020,Rosacées,Cognassier,Superficie (Ha),69.0
7965,2020,Agrumes,Orange_Navel late,Production-T (Tonnes),2565.0
7967,2020,Maraîchage,Navet,Production-T (Tonnes),960.0
7968,2020,Fourragères,Autres cultures fourragères,Superficie (Ha),24.0
7969,2020,Rosacées,Noyer,Production-T (Tonnes),170.0
7970,2020,Fourragères,Luzerne,Production-T (Tonnes),39800.0
7971,2020,Agrumes,Petit fruit_Nova,Production-T (Tonnes),7235.0
7972,2020,Rosacées,Autres plantations fruitières,Superficie (Ha),58.0
7974,2020,Rosacées,Grenadier,Production-T (Tonnes),1200.0
7975,2020,Maraîchage,Navet,Production-T (Tonnes),20.0
7976,2020,Maraîchage,Pomme de terre,Production-T (Tonnes),13650.0
7977,2020,Maraîchage,Pomme de terre,Superficie (Ha),600.0
7978,2020,Rosacées,Figuier,Superficie (Ha),33.0
7979,2020,Agrumes,Petit fruit_Clémentine,Production-T (Tonnes),27378.0
7980,2020,Fourragères,Mais fourrager,Superficie (Ha),400.0
7981,2020,Fourragères,Bersim,Superficie (Ha),18.0
7982,2020,Rosacées,Autres plantations fruitières,Production-T (Tonnes),484.0
7983,2020,Agrumes,Petit fruit_Clémentine,Superficie (Ha),498.0
7984,2020,Maraîchage,Tomate,Superficie (Ha),400.0
7985,2020,Légumineuses,Fève,Production-T (Tonnes),715.0
7987,2020,Fourragères,Féverole,Superficie (Ha),260.0
7989,2020,Maraîchage,Navet,Production-T (Tonnes),1856.0
7990,2020,Légumineuses,Fève,Production-T (Tonnes),126.0
7991,2020,Oliviers,Olivier,Production-T (Tonnes),334.0
7992,2020,Maraîchage,Fève verte,Production-T (Tonnes),1050.0
7993,2020,Rosacées,Figuier,Superficie (Ha),250.0
7994,2020,Agrumes,Petit fruit_Nador cott,Production-T (Tonnes),4944.0
7995,2020,Céréales,Blé tendre,Superficie (Ha),26990.0
7996,2020,Rosacées,Néflier,Superficie (Ha),18.0
7997,2020,Sucrières,Betterave à sucre,Superficie (Ha),254.0
7998,2020,Vignes,Raisin de table,Production-T (Tonnes),429.0
7999,2020,Légumineuses,Pois chiche,Superficie (Ha),710.0
8001,2020,Rosacées,Grenadier,Production-T (Tonnes),850.0
8002,2020,Rosacées,Grenadier,Production-T (Tonnes),320.0
8003,2020,Rosacées,Prunier,Superficie (Ha),1400.0
8005,2020,Oliviers,Olivier,Superficie (Ha),53358.0
8006,2020,Maraîchage,Petit Pois vert,Superficie (Ha),800.0
8007,2020,Rosacées,Cognassier,Superficie (Ha),78.0
8008,2020,Vignes,Raisin de table,Superficie (Ha),160.0
8009,2020,Céréales,Blé tendre,Production-T (Tonnes),119.0
8011,2020,Agrumes,Orange_Navel late,Superficie (Ha),30.0
8012,2020,Fourragères,Triticale,Production-T (Tonnes),560.0
8013,2020,Vignes,Raisin de cuve,Production-T (Tonnes),10368.0
8014,2020,Oléagineuses,Colza,Superficie (Ha),52.0
8015,2020,Rosacées,Pêcher-nectarine,Superficie (Ha),115.0
8016,2020,Céréales,Blé dur,Superficie (Ha),240.0
8017,2020,Oléagineuses,Colza,Production-T (Tonnes),108.0
8018,2020,Céréales,Orge,Superficie (Ha),105690.0
8019,2020,Céréales,Blé dur,Superficie (Ha),915.0
8020,2020,Rosacées,Cerisier,Superficie (Ha),8.0
8021,2020,Céréales,Blé tendre,Superficie (Ha),37600.0
8022,2020,Maraîchage,Concombre,Production-T (Tonnes),3670.0
8023,2020,Rosacées,Figuier,Superficie (Ha),54.0
8024,2020,Fourragères,Avoine vert,Production-T (Tonnes),1960.0
8025,2020,Maraîchage,Pomme de terre,Superficie (Ha),140.0
8026,2020,Rosacées,Prunier,Production-T (Tonnes),460.0
8027,2020,Rosacées,Prunier,Superficie (Ha),353.0
8028,2020,Rosacées,Cognassier,Production-T (Tonnes),180.0
8030,2020,Céréales,Blé dur,Production-T (Tonnes),837.0
8032,2020,Oléagineuses,Colza,Production-T (Tonnes),612.0
8035,2020,Agrumes,Orange_Autres,Production-T (Tonnes),369.0
8037,2020,Fourragères,Féverole,Production-T (Tonnes),520.0
8038,2020,Maraîchage,Courge courgette,Production-T (Tonnes),1540.0
8039,2020,Fourragères,Mais fourrager,Production-T (Tonnes),85635.0
8040,2020,Maraîchage,Oignon vert,Production-T (Tonnes),40000.0
8041,2020,Maraîchage,Navet,Production-T (Tonnes),405.0
8042,2020,Fourragères,Mais fourrager,Production-T (Tonnes),10500.0
8043,2020,Céréales,Orge,Production-T (Tonnes),1465.0
8044,2020,Fourragères,Mélange fourrager,Superficie (Ha),150.0
8046,2020,Agrumes,Petit fruit_Clémentine,Superficie (Ha),2.0
8047,2020,Oliviers,Olivier,Production-T (Tonnes),7480.0
8048,2020,Oliviers,Olivier,Superficie (Ha),233.0
8049,2020,Agrumes,Petit fruit_Nules,Superficie (Ha),339.0
8050,2020,Maraîchage,Oignon vert,Production-T (Tonnes),2200.0
8051,2020,Maraîchage,Fève verte,Production-T (Tonnes),8000.0
8054,2020,Maraîchage,Oignon,Production-T (Tonnes),7200.0
8058,2020,Maraîchage,Oignon,Production-T (Tonnes),700.0
8059,2020,Fourragères,Avoine vert,Superficie (Ha),2500.0
8060,2020,Fourragères,Mais fourrager,Production-T (Tonnes),5.0
8061,2020,Légumineuses,Lentille,Superficie (Ha),150.0
8062,2020,Maraîchage,Betterave potager,Production-T (Tonnes),900.0
8063,2020,Agrumes,Orange_Washignton sanguine,Superficie (Ha),195.0
8064,2020,Maraîchage,Courge courgette,Superficie (Ha),44.0
8065,2020,Oléagineuses,Colza,Superficie (Ha),60.0
8067,2020,Rosacées,Figuier,Superficie (Ha),213.0
8068,2020,Maraîchage,Pomme de terre,Superficie (Ha),910.0
8069,2020,Céréales,Blé dur,Production-T (Tonnes),15119.0
8070,2020,Rosacées,Bananier,Production-T (Tonnes),22000.0
8071,2020,Maraîchage,Haricot vert,Production-T (Tonnes),440.0
8072,2020,Rosacées,Pommier,Superficie (Ha),95.0
8073,2020,Maraîchage,Betterave potager,Production-T (Tonnes),600.0
8074,2020,Rosacées,Caroubier,Superficie (Ha),2800.0
8075,2020,Fourragères,Mais fourrager,Production-T (Tonnes),920.0
8076,2020,Agrumes,Orange_Autres,Production-T (Tonnes),6631.0
8078,2020,Agrumes,Petit fruit_Nova,Production-T (Tonnes),2161.0
8079,2020,Rosacées,Pêcher-nectarine,Superficie (Ha),23.0
8080,2020,Industrielles,Cornichon,Production-T (Tonnes),380.0
8081,2020,Oliviers,Olivier,Production-T (Tonnes),2160.0
8085,2020,Oliviers,Olivier,Production-T (Tonnes),707.0
8086,2020,Rosacées,Cognassier,Production-T (Tonnes),6.0
8087,2020,Maraîchage,Petit Pois vert,Production-T (Tonnes),23135.0
8088,2020,Fourragères,Orge fourrager,Production-T (Tonnes),28500.0
8090,2020,Légumineuses,Petit pois,Production-T (Tonnes),1561.0
8091,2020,Agrumes,Orange_Navel lane late,Production-T (Tonnes),278.0
8092,2020,Maraîchage,Betterave potager,Superficie (Ha),28.0
8093,2020,Légumineuses,Pois chiche,Superficie (Ha),2440.0
8094,2020,Oliviers,Olivier,Production-T (Tonnes),200.0
8095,2020,Maraîchage,Pomme de terre,Production-T (Tonnes),114.0
8097,2020,Oliviers,Olivier,Superficie (Ha),900.0
8098,2020,Maraîchage,Oignon,Superficie (Ha),1384.0
8100,2020,Agrumes,Petit fruit_Clémentine,Production-T (Tonnes),482.0
8101,2020,Maraîchage,Fève verte,Production-T (Tonnes),1400.0
8103,2020,Rosacées,Figuier,Superficie (Ha),6811.0
8107,2020,Céréales,Orge,Production-T (Tonnes),7260.0
8108,2020,Amandiers,Amandier,Superficie (Ha),247.0
8110,2020,Oliviers,Olivier,Production-T (Tonnes),4805.0
8111,2020,Agrumes,Citron,Superficie (Ha),41.0
8112,2020,Maraîchage,Choux pomme,Superficie (Ha),60.0
8113,2020,Maraîchage,Oignon vert,Production-T (Tonnes),31000.0
8114,2020,Rosacées,Poirier,Superficie (Ha),86.0
8116,2020,Rosacées,Pêcher-nectarine,Production-T (Tonnes),338.0
8117,2020,Légumineuses,Petit pois,Production-T (Tonnes),294.0
8118,2020,Oliviers,Olivier,Production-T (Tonnes),53702.0
8119,2020,Rosacées,Figuier,Superficie (Ha),18.0
8120,2020,Rosacées,Cerisier,Production-T (Tonnes),5120.0
8121,2020,Rosacées,Abricotier,Superficie (Ha),24.0
8122,2020,Agrumes,Petit fruit_Nova,Superficie (Ha),63.0
8123,2020,Maraîchage,Oignon vert,Superficie (Ha),20.0
8125,2020,Fourragères,Luzerne,Superficie (Ha),70.0
8126,2020,Rosacées,Pommier,Production-T (Tonnes),15200.0
8127,2020,Maraîchage,Melon,Production-T (Tonnes),1050.0
8128,2020,Rosacées,Grenadier,Production-T (Tonnes),36.0
8129,2020,Maraîchage,Melon,Production-T (Tonnes),26105.0
8130,2020,Céréales,Orge,Superficie (Ha),630.0
8131,2020,Légumineuses,Lentille,Production-T (Tonnes),1800.0
8132,2020,Céréales,Orge,Production-T (Tonnes),862.0
8133,2020,Maraîchage,Petit Pois vert,Production-T (Tonnes),2000.0
8134,2020,Maraîchage,Pomme de terre,Superficie (Ha),120.0
8135,2020,Amandiers,Amandier,Production-T (Tonnes),282.0
8137,2020,Céréales,Blé tendre,Production-T (Tonnes),20800.0
8138,2020,Agrumes,Petit fruit_Nules,Production-T (Tonnes),4052.0
8139,2020,Oliviers,Olivier,Superficie (Ha),28812.0
8140,2020,Maraîchage,Pomme de terre,Superficie (Ha),400.0
8141,2020,Rosacées,Abricotier,Superficie (Ha),557.0
8142,2020,Maraîchage,Menthe,Superficie (Ha),130.0
8143,2020,Amandiers,Amandier,Superficie (Ha),40.0
8144,2020,Agrumes,Petit fruit_Nules,Production-T (Tonnes),4068.0
8145,2020,Maraîchage,Carotte,Production-T (Tonnes),400.0
8147,2020,Agrumes,Orange_Navel,Superficie (Ha),3375.0
8150,2020,Oliviers,Olivier,Superficie (Ha),437.0
8151,2020,Céréales,Orge,Production-T (Tonnes),2081.0
8152,2020,Légumineuses,Petit pois,Production-T (Tonnes),7.0
8153,2020,Vignes,Raisin de table,Superficie (Ha),1776.0
8154,2020,Céréales,Orge,Production-T (Tonnes),7954.0
8155,2020,Industrielles,Cornichon,Superficie (Ha),55.0
8156,2020,Maraîchage,Pastèque,Production-T (Tonnes),50408.0
8157,2020,Maraîchage,Courge courgette,Superficie (Ha),240.0
8160,2020,Légumineuses,Lentille,Production-T (Tonnes),5.0
8161,2020,Rosacées,Prunier,Production-T (Tonnes),3381.0
8162,2020,Rosacées,Poirier,Superficie (Ha),156.0
8163,2020,Maraîchage,Courge courgette,Superficie (Ha),707.0
8165,2020,Maraîchage,Aubergine,Production-T (Tonnes),162.0
8166,2020,Agrumes,Petit fruit_Nova,Superficie (Ha),0.0
8167,2020,Céréales,Blé tendre,Superficie (Ha),18400.0
8168,2020,Céréales,Blé dur,Production-T (Tonnes),1598.0
8171,2020,Rosacées,Prunier,Superficie (Ha),13.0
8172,2020,Oliviers,Olivier,Superficie (Ha),4671.0
8173,2020,Céréales,Blé dur,Production-T (Tonnes),9383.0
8174,2020,Oliviers,Olivier,Production-T (Tonnes),4109.0
8175,2020,Maraîchage,Piment poivron,Superficie (Ha),303.0
8176,2020,Maraîchage,Autres cultures maraichères,Superficie (Ha),774.0
8178,2020,Légumineuses,Petit pois,Superficie (Ha),196.0
8180,2020,Rosacées,Prunier,Production-T (Tonnes),265.0
8181,2020,Maraîchage,Menthe,Superficie (Ha),300.0
8182,2020,Légumineuses,Fève,Production-T (Tonnes),208.0
8183,2020,Agrumes,Orange_Navel,Superficie (Ha),56.0
8184,2020,Légumineuses,Petit pois,Production-T (Tonnes),927.0
8185,2020,Céréales,Orge,Superficie (Ha),956.0
8186,2020,Fourragères,Luzerne,Superficie (Ha),2524.0
8187,2020,Maraîchage,Fève verte,Production-T (Tonnes),520.0
8188,2020,Agrumes,Petit fruit_Ortanique,Superficie (Ha),35.0
8189,2020,Céréales,Blé tendre,Superficie (Ha),47500.0
8190,2020,Fourragères,Orge fourrager,Production-T (Tonnes),2410.0
8191,2020,Céréales,Blé dur,Production-T (Tonnes),4553.0
8192,2020,Amandiers,Amandier,Production-T (Tonnes),1.0
8194,2020,Palmiers-Dattiers,Palmier dattier,Superficie (Ha),740.0
8195,2020,Oliviers,Olivier,Production-T (Tonnes),9598.0
8197,2020,Amandiers,Amandier,Superficie (Ha),4121.0
8198,2020,Rosacées,Prunier,Production-T (Tonnes),25.0
8199,2020,Maraîchage,Piment poivron,Production-T (Tonnes),70100.0
8200,2020,Rosacées,Cerisier,Superficie (Ha),81.0
8201,2020,Agrumes,Petit fruit_Nova,Superficie (Ha),5.0
8202,2020,Rosacées,Grenadier,Superficie (Ha),275.0
8203,2020,Maraîchage,Oignon,Production-T (Tonnes),2460.0
8204,2020,Céréales,Orge,Production-T (Tonnes),92557.0
8205,2020,Oliviers,Olivier,Production-T (Tonnes),2850.0
8207,2020,Maraîchage,Fève verte,Production-T (Tonnes),180.0
8210,2020,Céréales,Blé tendre,Production-T (Tonnes),152050.0
8211,2020,Maraîchage,Haricot vert,Superficie (Ha),25.0
8212,2020,Agrumes,Petit fruit_Nules,Production-T (Tonnes),13113.0
8213,2020,Amandiers,Amandier,Production-T (Tonnes),470.0
8215,2020,Céréales,Mais,Superficie (Ha),13000.0
8216,2020,Oliviers,Olivier,Superficie (Ha),641.0
8217,2020,Maraîchage,Oignon,Production-T (Tonnes),230.0
8218,2020,Maraîchage,Tomate,Superficie (Ha),296.0
8219,2020,Maraîchage,Choux pomme,Production-T (Tonnes),1253.0
8220,2020,Agrumes,Orange_Navel,Superficie (Ha),7.0
8221,2020,Maraîchage,Oignon,Production-T (Tonnes),289.0
8222,2020,Agrumes,Petit fruit_Nules,Production-T (Tonnes),2500.0
8223,2020,Agrumes,Orange_Navel late,Superficie (Ha),9.0
8225,2020,Rosacées,Poirier,Superficie (Ha),89.0
8226,2020,Maraîchage,Fève verte,Production-T (Tonnes),1750.0
8229,2020,Maraîchage,Niora,Production-T (Tonnes),75.0
8231,2020,Agrumes,Orange_Navel,Superficie (Ha),1101.0
8232,2020,Maraîchage,Oignon vert,Superficie (Ha),40.0
8233,2020,Rosacées,Abricotier,Production-T (Tonnes),30.0
8234,2020,Maraîchage,Patate douce,Superficie (Ha),100.0
8235,2020,Rosacées,Cognassier,Superficie (Ha),63.0
8236,2020,Agrumes,Citron,Production-T (Tonnes),137.0
8237,2020,Rosacées,Pommier,Production-T (Tonnes),279.0
8238,2020,Rosacées,Grenadier,Superficie (Ha),110.0
8239,2020,Fourragères,Luzerne,Production-T (Tonnes),93600.0
8240,2020,Légumineuses,Pois chiche,Production-T (Tonnes),6432.0
8241,2020,Maraîchage,Artichaut,Production-T (Tonnes),72.0
8242,2020,Rosacées,Pommier,Superficie (Ha),65.0
8243,2020,Maraîchage,Courge courgette,Production-T (Tonnes),198.0
8244,2020,Fourragères,Triticale,Production-T (Tonnes),250.0
8245,2020,Maraîchage,Pastèque,Production-T (Tonnes),1170.0
8246,2020,Rosacées,Cognassier,Superficie (Ha),106.0
8248,2020,Maraîchage,Choux fleur,Production-T (Tonnes),825.0
8249,2020,Fourragères,Luzerne,Superficie (Ha),2870.0
8250,2020,Maraîchage,Tomate,Superficie (Ha),6287.0
8251,2020,Rosacées,Noyer,Superficie (Ha),48.0
8252,2020,Agrumes,Orange_Washignton sanguine,Superficie (Ha),221.0
8253,2020,Maraîchage,Pomme de terre,Production-T (Tonnes),1037.0
8254,2020,Maraîchage,Concombre,Superficie (Ha),40.0
8255,2020,Maraîchage,Petit Pois vert,Production-T (Tonnes),1050.0
8257,2020,Céréales,Blé tendre,Superficie (Ha),59500.0
8258,2020,Fourragères,Luzerne,Superficie (Ha),8011.0
8259,2020,Maraîchage,Choux fleur,Production-T (Tonnes),1400.0
8260,2020,Agrumes,Petit fruit_Nova,Production-T (Tonnes),1136.0
8262,2020,Rosacées,Abricotier,Superficie (Ha),72.0
8263,2020,Fourragères,Mélange fourrager,Production-T (Tonnes),400.0
8264,2020,Rosacées,Poirier,Production-T (Tonnes),4427.0
8265,2020,Maraîchage,Melon,Production-T (Tonnes),2850.0
8266,2020,Rosacées,Cognassier,Production-T (Tonnes),468.0
8267,2020,Maraîchage,Oignon,Superficie (Ha),170.0
8269,2020,Maraîchage,Navet,Production-T (Tonnes),150.0
8270,2020,Agrumes,Petit fruit_Nova,Superficie (Ha),180.0
8271,2020,Oliviers,Olivier,Production-T (Tonnes),49698.0
8272,2020,Maraîchage,Fève verte,Superficie (Ha),470.0
8274,2020,Oliviers,Olivier,Production-T (Tonnes),400.0
8275,2020,Rosacées,Grenadier,Production-T (Tonnes),32.0
8276,2020,Céréales,Blé tendre,Superficie (Ha),765.0
8281,2020,Fourragères,Avoine vert,Superficie (Ha),330.0
8282,2020,Rosacées,Pêcher-nectarine,Production-T (Tonnes),4490.0
8284,2020,Oliviers,Olivier,Superficie (Ha),22.0
8285,2020,Maraîchage,Menthe,Production-T (Tonnes),60.0
8286,2020,Maraîchage,Pomme de terre,Superficie (Ha),5400.0
8287,2020,Légumineuses,Petit pois,Production-T (Tonnes),150.0
8288,2020,Sucrières,Betterave à sucre,Superficie (Ha),4224.0
8289,2020,Maraîchage,Autres cultures maraichères,Superficie (Ha),24.0
8290,2020,Oliviers,Olivier,Superficie (Ha),539.0
8291,2020,Maraîchage,Navet,Production-T (Tonnes),4000.0
8292,2020,Maraîchage,Courge courgette,Production-T (Tonnes),8000.0
8293,2020,Rosacées,Prunier,Superficie (Ha),98.0
8294,2020,Maraîchage,Pastèque,Superficie (Ha),5.0
8296,2020,Industrielles,Câprier,Superficie (Ha),7000.0
8297,2020,Agrumes,Orange_Maroc late,Superficie (Ha),5.0
8298,2020,Rosacées,Autres plantations fruitières,Production-T (Tonnes),100.0
8300,2020,Maraîchage,Navet,Production-T (Tonnes),1643.0
8302,2020,Céréales,Orge,Production-T (Tonnes),12.0
8303,2020,Fourragères,Lupin,Superficie (Ha),800.0
8304,2020,Fourragères,Mais fourrager,Superficie (Ha),2500.0
8306,2020,Maraîchage,Pomme de terre,Production-T (Tonnes),982.0
8309,2020,Oléagineuses,Tournesol,Superficie (Ha),107.0
8310,2020,Agrumes,Petit fruit_Nules,Production-T (Tonnes),833.0
8311,2020,Céréales,Orge,Production-T (Tonnes),29927.0
8312,2020,Céréales,Blé dur,Production-T (Tonnes),874.0
8314,2020,Légumineuses,Petit pois,Superficie (Ha),750.0
8315,2020,Agrumes,Orange_Navel,Superficie (Ha),319.0
8316,2020,Céréales,Blé dur,Production-T (Tonnes),38081.0
8317,2020,Rosacées,Prunier,Superficie (Ha),1095.0
8318,2020,Céréales,Orge,Superficie (Ha),10200.0
8320,2020,Rosacées,Avocatier,Superficie (Ha),135.0
8321,2020,Oliviers,Olivier,Superficie (Ha),45.0
8322,2020,Céréales,Blé tendre,Production-T (Tonnes),7446.0
8324,2020,Céréales,Blé dur,Production-T (Tonnes),212.0
8325,2020,Maraîchage,Choux pomme,Production-T (Tonnes),144.0
8326,2020,Oliviers,Olivier,Production-T (Tonnes),62.0
8327,2020,Maraîchage,Tomate,Production-T (Tonnes),7700.0
8328,2020,Légumineuses,Petit pois,Production-T (Tonnes),413.0
8330,2020,Céréales,Blé dur,Production-T (Tonnes),7.0
8332,2020,Rosacées,Pommier,Production-T (Tonnes),63350.0
8333,2020,Agrumes,Petit fruit_Clémentine,Superficie (Ha),380.0
8334,2020,Maraîchage,Pomme de terre,Superficie (Ha),100.0
8335,2020,Légumineuses,Pois chiche,Production-T (Tonnes),322.0
8337,2020,Rosacées,Poirier,Production-T (Tonnes),155.0
8338,2020,Légumineuses,Autres légumineuses,Superficie (Ha),460.0
8339,2020,Maraîchage,Petit Pois vert,Superficie (Ha),80.0
8340,2020,Maraîchage,Haricot vert,Production-T (Tonnes),5.0
8341,2020,Fourragères,Luzerne,Production-T (Tonnes),14850.0
8342,2020,Céréales,Blé tendre,Superficie (Ha),5400.0
8343,2020,Maraîchage,Pastèque,Production-T (Tonnes),24290.0
8344,2020,Rosacées,Poirier,Superficie (Ha),14.0
8345,2020,Céréales,Riz,Superficie (Ha),3849.0
8346,2020,Maraîchage,Carotte,Superficie (Ha),25.0
8347,2020,Maraîchage,Navet,Production-T (Tonnes),178.0
8348,2020,Sucrières,Betterave à sucre,Production-T (Tonnes),710.0
8349,2020,Maraîchage,Courge courgette,Production-T (Tonnes),1360.0
8350,2020,Maraîchage,Courge courgette,Production-T (Tonnes),60.0
8351,2020,Rosacées,Figuier,Production-T (Tonnes),2218.0
8353,2020,Rosacées,Pacanier,Production-T (Tonnes),204.0
8354,2020,Fourragères,Vesce avoine,Production-T (Tonnes),375.0
8356,2020,Maraîchage,Petit Pois vert,Superficie (Ha),15.0
8357,2020,Sucrières,Betterave à sucre,Superficie (Ha),5846.0
8358,2020,Maraîchage,Courge courgette,Production-T (Tonnes),160.0
8359,2020,Rosacées,Pêcher-nectarine,Superficie (Ha),76.0
8360,2020,Maraîchage,Tomate,Production-T (Tonnes),2588.0
8361,2020,Maraîchage,Haricot vert,Production-T (Tonnes),400.0
8362,2020,Maraîchage,Courge courgette,Superficie (Ha),1030.0
8363,2020,Céréales,Blé dur,Superficie (Ha),70.0
8365,2020,Céréales,Orge,Production-T (Tonnes),10361.0
8366,2020,Fourragères,Luzerne,Superficie (Ha),6263.0
8367,2020,Maraîchage,Concombre,Superficie (Ha),12.0
8368,2020,Oliviers,Olivier,Production-T (Tonnes),26093.0
8369,2020,Céréales,Blé tendre,Superficie (Ha),3590.0
8370,2020,Maraîchage,Fève verte,Superficie (Ha),1000.0
8371,2020,Légumineuses,Petit pois,Production-T (Tonnes),350.0
8372,2020,Oléagineuses,Tournesol,Production-T (Tonnes),3835.0
8374,2020,Fourragères,Mais fourrager,Production-T (Tonnes),288.0
8375,2020,Légumineuses,Pois chiche,Production-T (Tonnes),1454.0
8376,2020,Maraîchage,Menthe,Production-T (Tonnes),360.0
8377,2020,Amandiers,Amandier,Production-T (Tonnes),447.0
8378,2020,Rosacées,Abricotier,Production-T (Tonnes),533.0
8379,2020,Rosacées,Figuier,Production-T (Tonnes),46.0
8380,2020,Fourragères,Bersim,Production-T (Tonnes),15000.0
8381,2020,Céréales,Blé tendre,Production-T (Tonnes),99.0
8382,2020,Agrumes,Citron,Superficie (Ha),231.0
8383,2020,Rosacées,Abricotier,Production-T (Tonnes),559.0
8384,2020,Céréales,Blé dur,Superficie (Ha),10.0
8385,2020,Vignes,Raisin de table,Production-T (Tonnes),1650.0
8386,2020,Fourragères,Vesce avoine,Superficie (Ha),110.0
8387,2020,Fourragères,Triticale,Production-T (Tonnes),1200.0
8388,2020,Maraîchage,Menthe,Production-T (Tonnes),1000.0
8389,2020,Amandiers,Amandier,Production-T (Tonnes),3292.0
8390,2020,Rosacées,Abricotier,Production-T (Tonnes),66.0
8392,2020,Maraîchage,Oignon vert,Superficie (Ha),219.0
8393,2020,Maraîchage,Petit Pois vert,Production-T (Tonnes),4520.0
8397,2020,Céréales,Orge,Production-T (Tonnes),871.0
8399,2020,Maraîchage,Carotte,Production-T (Tonnes),1080.0
8400,2020,Oliviers,Olivier,Superficie (Ha),25.0
8402,2020,Agrumes,Orange_Maroc late,Superficie (Ha),8651.0
8403,2020,Industrielles,Henné,Superficie (Ha),3507.0
8404,2020,Rosacées,Poirier,Production-T (Tonnes),450.0
8405,2020,Fourragères,Orge fourrager,Production-T (Tonnes),3000.0
8406,2020,Maraîchage,Navet,Production-T (Tonnes),1600.0
8407,2020,Maraîchage,Piment poivron,Production-T (Tonnes),2000.0
8408,2020,Céréales,Blé tendre,Production-T (Tonnes),8463.0
8409,2020,Agrumes,Orange_Maroc late,Production-T (Tonnes),154.0
8410,2020,Rosacées,Figuier,Production-T (Tonnes),894.0
8412,2020,Oléagineuses,Colza,Superficie (Ha),1456.0
8413,2020,Céréales,Blé dur,Superficie (Ha),3150.0
