,Occurrence,Filière,Produit,Indicateur, Valeur 
4136,2020,Maraîchage,Pomme de terre,Superficie (Ha),55.0
4137,2020,Céréales,Blé dur,Superficie (Ha),700.0
4138,2020,Maraîchage,Melon,Superficie (Ha),140.0
4139,2020,Céréales,Blé tendre,Superficie (Ha),720.0
4140,2020,Amandiers,Amandier,Superficie (Ha),3686.0
4141,2020,Maraîchage,Oignon,Production-T (Tonnes),300.0
4142,2020,Céréales,Blé tendre,Production-T (Tonnes),16450.0
4143,2020,Rosacées,Figuier,Production-T (Tonnes),60.0
4144,2020,Oléagineuses,Tournesol,Superficie (Ha),350.0
4145,2020,Maraîchage,Pomme de terre,Production-T (Tonnes),42000.0
4146,2020,Maraîchage,Oignon,Superficie (Ha),300.0
4147,2020,Maraîchage,Melon,Production-T (Tonnes),1600.0
4148,2020,Fourragères,Luzerne,Production-T (Tonnes),3000.0
4149,2020,Maraîchage,Oignon vert,Superficie (Ha),1550.0
4150,2020,Céréales,Blé dur,Superficie (Ha),280.0
4152,2020,Rosacées,Cognassier,Superficie (Ha),32.0
4153,2020,Rosacées,Avocatier,Production-T (Tonnes),530.0
4154,2020,Sucrières,Betterave à sucre,Production-T (Tonnes),32208.0
4155,2020,Maraîchage,Petit Pois vert,Production-T (Tonnes),672.0
4156,2020,Légumineuses,Fève,Superficie (Ha),4560.0
4157,2020,Agrumes,Orange_Navel,Superficie (Ha),34.0
4158,2020,Légumineuses,Petit pois,Superficie (Ha),80.0
4159,2020,Maraîchage,Pastèque,Production-T (Tonnes),20760.0
4160,2020,Céréales,Blé dur,Production-T (Tonnes),8868.0
4161,2020,Légumineuses,Autres légumineuses,Production-T (Tonnes),240.0
4162,2020,Légumineuses,Fève,Production-T (Tonnes),8700.0
4163,2020,Fourragères,Bersim,Superficie (Ha),50.0
4164,2020,Fourragères,Luzerne,Superficie (Ha),10.0
4165,2020,Maraîchage,Oignon,Production-T (Tonnes),1024.0
4166,2020,Agrumes,Orange_Washignton sanguine,Production-T (Tonnes),86.0
4167,2020,Agrumes,Petit fruit_Ortanique,Production-T (Tonnes),1225.0
4168,2020,Maraîchage,Autres cultures maraichères,Superficie (Ha),64.0
4169,2020,Céréales,Blé dur,Superficie (Ha),20440.0
4170,2020,Maraîchage,Myrtille,Production-T (Tonnes),46.0
4171,2020,Oliviers,Olivier,Superficie (Ha),1374.0
4172,2020,Oliviers,Olivier,Superficie (Ha),19528.0
4173,2020,Maraîchage,Melon,Production-T (Tonnes),1800.0
4174,2020,Oliviers,Olivier,Production-T (Tonnes),30.0
4175,2020,Agrumes,Orange_Salustiana,Superficie (Ha),4.0
4176,2020,Maraîchage,Pastèque,Production-T (Tonnes),3853.0
4177,2020,Rosacées,Figuier,Superficie (Ha),2353.0
4178,2020,Maraîchage,Oignon,Production-T (Tonnes),200.0
4179,2020,Agrumes,Orange_Navel,Production-T (Tonnes),4823.0
4180,2020,Fourragères,Avoine vert,Production-T (Tonnes),17000.0
4181,2020,Maraîchage,Melon,Superficie (Ha),30.0
4182,2020,Agrumes,Orange_Navel,Superficie (Ha),164.0
4183,2020,Agrumes,Autres agrumes,Superficie (Ha),38.0
4184,2020,Oliviers,Olivier,Production-T (Tonnes),150.0
4185,2020,Maraîchage,Navet,Production-T (Tonnes),200.0
4186,2020,Fourragères,Luzerne,Production-T (Tonnes),252470.0
4187,2020,Agrumes,Orange_Autres,Superficie (Ha),1.0
4188,2020,Rosacées,Prunier,Production-T (Tonnes),118.0
4189,2020,Maraîchage,Tomate,Production-T (Tonnes),3720.0
4190,2020,Maraîchage,Patate douce,Superficie (Ha),85.0
4191,2020,Maraîchage,Courge courgette,Production-T (Tonnes),600.0
4193,2020,Maraîchage,Aubergine,Production-T (Tonnes),5.0
4194,2020,Maraîchage,Choux pomme,Superficie (Ha),65.0
4195,2020,Céréales,Blé dur,Production-T (Tonnes),58412.0
4196,2020,Fourragères,Mais fourrager,Production-T (Tonnes),14400.0
4197,2020,Céréales,Blé tendre,Production-T (Tonnes),2578.0
4198,2020,Fourragères,Luzerne,Superficie (Ha),1400.0
4199,2020,Rosacées,Figuier,Superficie (Ha),35.0
4200,2020,Rosacées,Poirier,Superficie (Ha),135.0
4201,2020,Rosacées,Caroubier,Production-T (Tonnes),3.0
4202,2020,Maraîchage,Autres cultures maraichères,Production-T (Tonnes),402.0
4203,2020,Vignes,Raisin de cuve,Superficie (Ha),435.0
4204,2020,Oliviers,Olivier,Superficie (Ha),6230.0
4205,2020,Maraîchage,Petit Pois vert,Production-T (Tonnes),1320.0
4206,2020,Rosacées,Noyer,Superficie (Ha),2302.0
4207,2020,Maraîchage,Navet,Production-T (Tonnes),100.0
4208,2020,Vignes,Raisin de table,Production-T (Tonnes),400.0
4209,2020,Vignes,Raisin de table,Superficie (Ha),173.0
4210,2020,Oliviers,Olivier,Superficie (Ha),3871.0
4211,2020,Oléagineuses,Colza,Production-T (Tonnes),106.0
4212,2020,Maraîchage,Autres cultures maraichères,Superficie (Ha),126.0
4213,2020,Fourragères,Avoine vert,Production-T (Tonnes),30000.0
4214,2020,Maraîchage,Pastèque,Production-T (Tonnes),2500.0
4215,2020,Maraîchage,Choux pomme,Production-T (Tonnes),500.0
4216,2020,Céréales,Blé dur,Production-T (Tonnes),22525.0
4217,2020,Rosacées,Figuier,Superficie (Ha),81.0
4218,2020,Maraîchage,Oignon vert,Superficie (Ha),10.0
4220,2020,Agrumes,Petit fruit_Nour,Superficie (Ha),18.0
4221,2020,Rosacées,Grenadier,Production-T (Tonnes),2400.0
4222,2020,Rosacées,Caroubier,Superficie (Ha),36.0
4223,2020,Agrumes,Orange_Maroc late,Superficie (Ha),502.0
4224,2020,Céréales,Blé tendre,Production-T (Tonnes),530.0
4225,2020,Rosacées,Prunier,Production-T (Tonnes),350.0
4226,2020,Maraîchage,Courge courgette,Production-T (Tonnes),750.0
4227,2020,Vignes,Raisin de table,Production-T (Tonnes),1989.0
4229,2020,Légumineuses,Fève,Superficie (Ha),731.0
4230,2020,Maraîchage,Patate douce,Production-T (Tonnes),1000.0
4231,2020,Maraîchage,Melon,Production-T (Tonnes),2600.0
4232,2020,Maraîchage,Pomme de terre,Production-T (Tonnes),1089.0
4233,2020,Céréales,Mais,Production-T (Tonnes),36.0
4235,2020,Rosacées,Figuier,Superficie (Ha),147.0
4236,2020,Céréales,Orge,Production-T (Tonnes),34.0
4237,2020,Maraîchage,Concombre,Production-T (Tonnes),200.0
4238,2020,Rosacées,Pommier,Superficie (Ha),1098.0
4239,2020,Rosacées,Cognassier,Superficie (Ha),100.0
4240,2020,Maraîchage,Niora,Superficie (Ha),8.0
4241,2020,Céréales,Orge,Superficie (Ha),800.0
4242,2020,Céréales,Mais,Superficie (Ha),30.0
4243,2020,Maraîchage,Betterave potager,Production-T (Tonnes),525.0
4244,2020,Maraîchage,Autres cultures maraichères,Production-T (Tonnes),280.0
4245,2020,Rosacées,Prunier,Production-T (Tonnes),44.0
4246,2020,Maraîchage,Petit Pois vert,Superficie (Ha),95.0
4247,2020,Légumineuses,Petit pois,Superficie (Ha),59.0
4248,2020,Oliviers,Olivier,Superficie (Ha),75452.0
4249,2020,Maraîchage,Fève verte,Superficie (Ha),25.0
4250,2020,Rosacées,Grenadier,Production-T (Tonnes),1760.0
4251,2020,Maraîchage,Carotte,Production-T (Tonnes),1125.0
4252,2020,Maraîchage,Oignon,Superficie (Ha),10.0
4254,2020,Céréales,Blé tendre,Production-T (Tonnes),1302.0
4255,2020,Industrielles,Safran,Production-T (Tonnes),4.0
4256,2020,Maraîchage,Artichaut,Production-T (Tonnes),91.0
4257,2020,Maraîchage,Pastèque,Production-T (Tonnes),4950.0
4258,2020,Rosacées,Figuier,Superficie (Ha),74.0
4259,2020,Maraîchage,Fraisier,Superficie (Ha),1400.0
4260,2020,Rosacées,Abricotier,Superficie (Ha),479.0
4261,2020,Maraîchage,Aubergine,Production-T (Tonnes),885.0
4262,2020,Rosacées,Cognassier,Production-T (Tonnes),274.0
4263,2020,Maraîchage,Oignon,Production-T (Tonnes),600.0
4264,2020,Oléagineuses,Arachide,Production-T (Tonnes),14680.0
4265,2020,Céréales,Blé dur,Superficie (Ha),810.0
4267,2020,Légumineuses,Petit pois,Superficie (Ha),2000.0
4268,2020,Céréales,Blé tendre,Superficie (Ha),49700.0
4269,2020,Fourragères,Avoine vert,Production-T (Tonnes),6000.0
4270,2020,Rosacées,Pêcher-nectarine,Production-T (Tonnes),139.0
4271,2020,Agrumes,Petit fruit_Nour,Superficie (Ha),10.0
4272,2020,Maraîchage,Tomate,Superficie (Ha),48.0
4273,2020,Maraîchage,Petit Pois vert,Production-T (Tonnes),17620.0
4274,2020,Céréales,Blé dur,Superficie (Ha),6000.0
4275,2020,Rosacées,Pêcher-nectarine,Production-T (Tonnes),13562.0
4276,2020,Amandiers,Amandier,Superficie (Ha),294.0
4277,2020,Oliviers,Olivier,Production-T (Tonnes),28360.0
4278,2020,Amandiers,Amandier,Superficie (Ha),478.0
4279,2020,Céréales,Blé dur,Production-T (Tonnes),2934.0
4281,2020,Maraîchage,Fraisier,Production-T (Tonnes),480.0
4282,2020,Maraîchage,Menthe,Superficie (Ha),200.0
4284,2020,Oliviers,Olivier,Superficie (Ha),4.0
4285,2020,Amandiers,Amandier,Superficie (Ha),37.0
4286,2020,Céréales,Orge,Production-T (Tonnes),926.0
4287,2020,Amandiers,Amandier,Production-T (Tonnes),11.0
4288,2020,Agrumes,Petit fruit_Nour,Superficie (Ha),13.0
4289,2020,Fourragères,Bersim,Production-T (Tonnes),448400.0
4290,2020,Légumineuses,Petit pois,Production-T (Tonnes),2.0
4291,2020,Oliviers,Olivier,Superficie (Ha),2198.0
4292,2020,Maraîchage,Melon,Production-T (Tonnes),900.0
4293,2020,Industrielles,Cannabis,Production-T (Tonnes),800.0
4294,2020,Maraîchage,Melon,Production-T (Tonnes),9040.0
4295,2020,Légumineuses,Lentille,Production-T (Tonnes),420.0
4296,2020,Maraîchage,Ail,Production-T (Tonnes),2800.0
4297,2020,Amandiers,Amandier,Superficie (Ha),4805.0
4298,2020,Maraîchage,Pastèque,Production-T (Tonnes),11200.0
4299,2020,Maraîchage,Melon,Superficie (Ha),5.0
4300,2020,Rosacées,Grenadier,Superficie (Ha),74.0
4301,2020,Rosacées,Cognassier,Production-T (Tonnes),420.0
4302,2020,Agrumes,Petit fruit_Nules,Superficie (Ha),847.0
4303,2020,Fourragères,Féverole,Production-T (Tonnes),8260.0
4304,2020,Maraîchage,Betterave potager,Production-T (Tonnes),100.0
4305,2020,Céréales,Orge,Superficie (Ha),63700.0
4307,2020,Industrielles,Coriandre récoltée,Production-T (Tonnes),1600.0
4308,2020,Oliviers,Olivier,Production-T (Tonnes),75524.0
4309,2020,Céréales,Blé dur,Production-T (Tonnes),40876.0
4310,2020,Céréales,Blé dur,Production-T (Tonnes),9675.0
4311,2020,Rosacées,Abricotier,Production-T (Tonnes),28.0
4312,2020,Agrumes,Orange_Navelina,Superficie (Ha),129.0
4313,2020,Fourragères,Orge fourrager,Production-T (Tonnes),60800.0
4314,2020,Maraîchage,Carotte,Superficie (Ha),130.0
4315,2020,Maraîchage,Pastèque,Production-T (Tonnes),352.0
4316,2020,Fourragères,Bersim,Production-T (Tonnes),14000.0
4317,2020,Céréales,Blé tendre,Production-T (Tonnes),9508.0
4318,2020,Agrumes,Petit fruit_Clémentine,Superficie (Ha),424.0
4319,2020,Maraîchage,Melon,Production-T (Tonnes),330.0
4320,2020,Maraîchage,Oignon,Superficie (Ha),200.0
4321,2020,Légumineuses,Autres légumineuses,Production-T (Tonnes),12150.0
4322,2020,Céréales,Blé dur,Superficie (Ha),1820.0
4323,2020,Maraîchage,Carotte,Superficie (Ha),388.0
4324,2020,Maraîchage,Carotte,Production-T (Tonnes),18700.0
4325,2020,Maraîchage,Pomme de terre,Production-T (Tonnes),800.0
4326,2020,Rosacées,Figuier,Production-T (Tonnes),270.0
4327,2020,Rosacées,Pommier,Production-T (Tonnes),300.0
4328,2020,Agrumes,Petit fruit_Clémentine,Production-T (Tonnes),3535.0
4329,2020,Maraîchage,Oignon,Production-T (Tonnes),1065.0
4330,2020,Oliviers,Olivier,Production-T (Tonnes),374.0
4333,2020,Rosacées,Grenadier,Superficie (Ha),942.0
4334,2020,Industrielles,Piment de Cayenne,Production-T (Tonnes),12.0
4335,2020,Céréales,Blé tendre,Production-T (Tonnes),384406.0
4337,2020,Agrumes,Orange_Navel lane late,Superficie (Ha),231.0
4338,2020,Rosacées,Caroubier,Production-T (Tonnes),20.0
4339,2020,Rosacées,Cognassier,Production-T (Tonnes),1007.0
4340,2020,Céréales,Blé tendre,Superficie (Ha),3700.0
4341,2020,Céréales,Blé dur,Superficie (Ha),685.0
4342,2020,Agrumes,Petit fruit_Clémentine,Superficie (Ha),80.0
4343,2020,Agrumes,Orange_Maroc late,Production-T (Tonnes),14813.0
4344,2020,Maraîchage,Menthe,Production-T (Tonnes),2145.0
4345,2020,Maraîchage,Oignon vert,Production-T (Tonnes),900.0
4346,2020,Agrumes,Orange_Navelina,Production-T (Tonnes),2921.0
4347,2020,Maraîchage,Menthe,Superficie (Ha),255.0
4348,2020,Fourragères,Autres cultures fourragères,Superficie (Ha),400.0
4349,2020,Maraîchage,Pastèque,Production-T (Tonnes),2400.0
4350,2020,Agrumes,Petit fruit_Nour,Superficie (Ha),54.0
4351,2020,Maraîchage,Tomate,Production-T (Tonnes),1378.0
4352,2020,Maraîchage,Courge courgette,Production-T (Tonnes),6280.0
4353,2020,Légumineuses,Lentille,Production-T (Tonnes),244.0
4354,2020,Amandiers,Amandier,Superficie (Ha),1228.0
4355,2020,Maraîchage,Petit Pois vert,Production-T (Tonnes),22.0
4356,2020,Rosacées,Avocatier,Production-T (Tonnes),21000.0
4357,2020,Industrielles,Safran,Superficie (Ha),1080.0
4358,2020,Agrumes,Pamplemousse,Production-T (Tonnes),21.0
4359,2020,Maraîchage,Melon,Production-T (Tonnes),90.0
4360,2020,Maraîchage,Oignon,Superficie (Ha),30.0
4361,2020,Fourragères,Bersim,Superficie (Ha),8010.0
4362,2020,Fourragères,Féverole,Superficie (Ha),5960.0
4363,2020,Vignes,Raisin de table,Production-T (Tonnes),4400.0
4364,2020,Maraîchage,Framboise,Production-T (Tonnes),550.0
4366,2020,Oliviers,Olivier,Superficie (Ha),3696.0
4367,2020,Maraîchage,Petit Pois vert,Production-T (Tonnes),465.0
4368,2020,Maraîchage,Mûrier,Production-T (Tonnes),80.0
4369,2020,Industrielles,Piment de Cayenne,Superficie (Ha),12.0
4370,2020,Maraîchage,Artichaut,Production-T (Tonnes),180.0
4371,2020,Rosacées,Prunier,Production-T (Tonnes),1130.0
4372,2020,Industrielles,Safran,Superficie (Ha),5.0
4373,2020,Céréales,Blé tendre,Superficie (Ha),105920.0
4374,2020,Amandiers,Amandier,Superficie (Ha),163.0
4375,2020,Maraîchage,Courge courgette,Superficie (Ha),65.0
4376,2020,Maraîchage,Myrtille,Superficie (Ha),736.0
4377,2020,Légumineuses,Lentille,Superficie (Ha),720.0
4378,2020,Céréales,Blé tendre,Production-T (Tonnes),69.0
4379,2020,Amandiers,Amandier,Superficie (Ha),100.0
4380,2020,Maraîchage,Pomme de terre,Production-T (Tonnes),4176.0
4381,2020,Amandiers,Amandier,Superficie (Ha),4.0
4382,2020,Maraîchage,Courge courgette,Production-T (Tonnes),12.0
4383,2020,Céréales,Blé tendre,Superficie (Ha),700.0
4384,2020,Fourragères,Féverole,Production-T (Tonnes),1196.0
4385,2020,Maraîchage,Navet,Superficie (Ha),150.0
4386,2020,Céréales,Blé tendre,Superficie (Ha),6175.0
4387,2020,Maraîchage,Courge courgette,Superficie (Ha),40.0
4388,2020,Fourragères,Orge fourrager,Production-T (Tonnes),1900.0
4389,2020,Oliviers,Olivier,Superficie (Ha),412.0
4390,2020,Légumineuses,Lentille,Production-T (Tonnes),575.0
4391,2020,Agrumes,Orange_Washignton sanguine,Production-T (Tonnes),2017.0
4392,2020,Agrumes,Petit fruit_Nules,Production-T (Tonnes),482.0
4393,2020,Maraîchage,Courge courgette,Superficie (Ha),92.0
4394,2020,Maraîchage,Concombre,Superficie (Ha),150.0
4395,2020,Céréales,Mais,Superficie (Ha),80.0
4396,2020,Agrumes,Citron,Superficie (Ha),536.0
4397,2020,Rosacées,Grenadier,Production-T (Tonnes),780.0
4398,2020,Agrumes,Citron,Superficie (Ha),11.0
4399,2020,Maraîchage,Navet,Production-T (Tonnes),286.0
4400,2020,Rosacées,Prunier,Production-T (Tonnes),408.0
4401,2020,Agrumes,Orange_Salustiana,Superficie (Ha),107.0
4402,2020,Maraîchage,Autres cultures maraichères,Production-T (Tonnes),1040.0
4403,2020,Rosacées,Grenadier,Production-T (Tonnes),2880.0
4404,2020,Agrumes,Orange_Washignton sanguine,Superficie (Ha),99.0
4405,2020,Céréales,Orge,Production-T (Tonnes),485.0
4406,2020,Maraîchage,Navet,Production-T (Tonnes),14600.0
4407,2020,Céréales,Blé dur,Production-T (Tonnes),712.0
4408,2020,Maraîchage,Carotte,Production-T (Tonnes),13757.0
4409,2020,Céréales,Blé tendre,Superficie (Ha),45200.0
4410,2020,Maraîchage,Betterave potager,Production-T (Tonnes),25.0
4411,2020,Maraîchage,Petit Pois vert,Superficie (Ha),450.0
4412,2020,Maraîchage,Aubergine,Production-T (Tonnes),5780.0
4413,2020,Maraîchage,Pastèque,Superficie (Ha),70.0
4414,2020,Agrumes,Orange_Washignton sanguine,Production-T (Tonnes),579.0
4415,2020,Céréales,Orge,Superficie (Ha),115150.0
4416,2020,Rosacées,Pommier,Superficie (Ha),52.0
4417,2020,Légumineuses,Fève,Production-T (Tonnes),54.0
4419,2020,Maraîchage,Melon,Production-T (Tonnes),500.0
4420,2020,Rosacées,Grenadier,Production-T (Tonnes),128.0
4421,2020,Maraîchage,Aubergine,Superficie (Ha),35.0
4422,2020,Rosacées,Pommier,Superficie (Ha),3242.0
4423,2020,Maraîchage,Tomate,Superficie (Ha),50.0
4424,2020,Fourragères,Féverole,Superficie (Ha),60.0
4425,2020,Fourragères,Vesce avoine,Superficie (Ha),10.0
4426,2020,Céréales,Riz,Production-T (Tonnes),21417.0
4427,2020,Rosacées,Pommier,Superficie (Ha),380.0
4428,2020,Rosacées,Abricotier,Superficie (Ha),15.0
4429,2020,Rosacées,Grenadier,Superficie (Ha),1969.0
4430,2020,Maraîchage,Tomate,Superficie (Ha),8.0
4431,2020,Maraîchage,Haricot vert,Superficie (Ha),35.0
4432,2020,Oliviers,Olivier,Production-T (Tonnes),12.0
4433,2020,Agrumes,Orange_Navel,Production-T (Tonnes),35567.0
4434,2020,Rosacées,Grenadier,Superficie (Ha),29.0
4435,2020,Maraîchage,Pomme de terre,Production-T (Tonnes),525.0
4436,2020,Agrumes,Petit fruit_Autres,Production-T (Tonnes),6945.0
4437,2020,Rosacées,Abricotier,Production-T (Tonnes),315.0
4438,2020,Vignes,Raisin de table,Superficie (Ha),182.0
4439,2020,Fourragères,Luzerne,Superficie (Ha),150.0
4440,2020,Légumineuses,Petit pois,Superficie (Ha),2530.0
4441,2020,Céréales,Blé tendre,Superficie (Ha),25500.0
4442,2020,Maraîchage,Oignon,Superficie (Ha),180.0
4443,2020,Rosacées,Pommier,Superficie (Ha),16.0
4444,2020,Maraîchage,Courge courgette,Production-T (Tonnes),420.0
4445,2020,Légumineuses,Lentille,Production-T (Tonnes),267.0
4446,2020,Agrumes,Orange_Salustiana,Superficie (Ha),52.0
4447,2020,Maraîchage,Pomme de terre,Production-T (Tonnes),315.0
4448,2020,Amandiers,Amandier,Superficie (Ha),45.0
4449,2020,Maraîchage,Oignon,Superficie (Ha),5500.0
4450,2020,Oliviers,Olivier,Superficie (Ha),6876.0
4451,2020,Maraîchage,Navet,Superficie (Ha),120.0
4452,2020,Agrumes,Petit fruit_Autres,Superficie (Ha),846.0
4453,2020,Maraîchage,Ail,Superficie (Ha),100.0
4455,2020,Céréales,Mais,Superficie (Ha),20.0
4457,2020,Agrumes,Petit fruit_Autres,Superficie (Ha),145.0
4458,2020,Agrumes,Orange_Washignton sanguine,Production-T (Tonnes),39.0
4459,2020,Maraîchage,Aubergine,Production-T (Tonnes),450.0
4460,2020,Maraîchage,Petit Pois vert,Superficie (Ha),60.0
4461,2020,Légumineuses,Petit pois,Superficie (Ha),60.0
4462,2020,Vignes,Raisin de table,Production-T (Tonnes),15.0
4463,2020,Maraîchage,Tomate,Production-T (Tonnes),4175.0
4464,2020,Maraîchage,Oignon,Superficie (Ha),110.0
4465,2020,Rosacées,Poirier,Production-T (Tonnes),110.0
4466,2020,Rosacées,Pommier,Production-T (Tonnes),900.0
4467,2020,Maraîchage,Courge courgette,Production-T (Tonnes),34767.0
4468,2020,Sucrières,Canne à sucre,Superficie (Ha),3467.0
4469,2020,Céréales,Blé dur,Superficie (Ha),350.0
4470,2020,Agrumes,Petit fruit_Clémentine,Production-T (Tonnes),868.0
4471,2020,Agrumes,Citron,Superficie (Ha),59.0
4472,2020,Fourragères,Autres cultures fourragères,Superficie (Ha),116.0
4473,2020,Céréales,Blé dur,Production-T (Tonnes),73.0
4474,2020,Légumineuses,Petit pois,Superficie (Ha),350.0
4475,2020,Fourragères,Avoine vert,Superficie (Ha),1000.0
4476,2020,Agrumes,Petit fruit_Nules,Production-T (Tonnes),3.0
4477,2020,Fourragères,Féverole,Production-T (Tonnes),6.0
4478,2020,Fourragères,Luzerne,Superficie (Ha),1000.0
4479,2020,Céréales,Blé dur,Production-T (Tonnes),177335.0
4480,2020,Céréales,Blé tendre,Superficie (Ha),1000.0
4481,2020,Légumineuses,Petit pois,Superficie (Ha),410.0
4482,2020,Industrielles,Coriandre récoltée,Superficie (Ha),1680.0
4483,2020,Maraîchage,Artichaut,Production-T (Tonnes),10885.0
4484,2020,Céréales,Blé tendre,Production-T (Tonnes),45.0
4485,2020,Maraîchage,Navet,Superficie (Ha),395.0
4486,2020,Rosacées,Pistachier,Production-T (Tonnes),40.0
4488,2020,Légumineuses,Petit pois,Production-T (Tonnes),49.0
4489,2020,Céréales,Blé tendre,Superficie (Ha),1142.0
4490,2020,Légumineuses,Petit pois,Production-T (Tonnes),35.0
4491,2020,Céréales,Avoine,Superficie (Ha),2800.0
4492,2020,Rosacées,Figuier,Superficie (Ha),25.0
4493,2020,Maraîchage,Pomme de terre,Superficie (Ha),1200.0
4494,2020,Maraîchage,Pomme de terre,Superficie (Ha),34.0
4495,2020,Agrumes,Petit fruit_Nador cott,Superficie (Ha),440.0
4496,2020,Maraîchage,Navet,Production-T (Tonnes),5950.0
4497,2020,Fourragères,Lupin,Production-T (Tonnes),1280.0
4498,2020,Céréales,Blé tendre,Superficie (Ha),54000.0
4499,2020,Légumineuses,Lentille,Production-T (Tonnes),78.0
4500,2020,Agrumes,Petit fruit_Nules,Superficie (Ha),420.0
4501,2020,Rosacées,Abricotier,Superficie (Ha),20.0
4502,2020,Vignes,Raisin de table,Superficie (Ha),708.0
4503,2020,Oliviers,Olivier,Production-T (Tonnes),2140.0
4504,2020,Rosacées,Figuier,Superficie (Ha),96.0
4506,2020,Amandiers,Amandier,Production-T (Tonnes),29.0
4507,2020,Maraîchage,Petit Pois vert,Production-T (Tonnes),750.0
4509,2020,Maraîchage,Autres cultures maraichères,Superficie (Ha),5.0
4510,2020,Légumineuses,Orobe,Superficie (Ha),50.0
4511,2020,Céréales,Blé tendre,Superficie (Ha),2000.0
4512,2020,Oliviers,Olivier,Production-T (Tonnes),490.0
4513,2020,Céréales,Blé tendre,Superficie (Ha),2350.0
4514,2020,Rosacées,Noyer,Production-T (Tonnes),450.0
4515,2020,Céréales,Blé dur,Production-T (Tonnes),1697.0
4516,2020,Agrumes,Orange_Washignton sanguine,Production-T (Tonnes),1174.0
4518,2020,Céréales,Orge,Production-T (Tonnes),91049.0
4519,2020,Rosacées,Cerisier,Superficie (Ha),1.0
4520,2020,Rosacées,Autres plantations fruitières,Production-T (Tonnes),360.0
4521,2020,Agrumes,Orange_Maroc late,Production-T (Tonnes),12864.0
4522,2020,Agrumes,Orange_Autres,Production-T (Tonnes),14.0
4523,2020,Légumineuses,Fève,Production-T (Tonnes),40.0
4524,2020,Céréales,Blé dur,Production-T (Tonnes),42521.0
4525,2020,Maraîchage,Pastèque,Superficie (Ha),673.0
4526,2020,Rosacées,Grenadier,Superficie (Ha),483.0
4527,2020,Rosacées,Noyer,Production-T (Tonnes),31.0
4528,2020,Maraîchage,Courge courgette,Production-T (Tonnes),140.0
4529,2020,Fourragères,Avoine vert,Production-T (Tonnes),120000.0
4530,2020,Maraîchage,Oignon,Superficie (Ha),600.0
4531,2020,Céréales,Orge,Production-T (Tonnes),13.0
4532,2020,Maraîchage,Melon,Superficie (Ha),200.0
4534,2020,Rosacées,Abricotier,Superficie (Ha),5.0
4535,2020,Céréales,Orge,Production-T (Tonnes),13568.0
4536,2020,Rosacées,Grenadier,Production-T (Tonnes),3.0
4538,2020,Fourragères,Bersim,Superficie (Ha),23.0
4539,2020,Oléagineuses,Colza,Production-T (Tonnes),164.0
4540,2020,Maraîchage,Pomme de terre,Production-T (Tonnes),3750.0
4541,2020,Rosacées,Caroubier,Superficie (Ha),0.0
4542,2020,Vignes,Raisin de table,Production-T (Tonnes),39900.0
4543,2020,Oliviers,Olivier,Production-T (Tonnes),3120.0
4544,2020,Agrumes,Orange_Navel late,Superficie (Ha),259.0
4545,2020,Maraîchage,Concombre,Production-T (Tonnes),104.0
4546,2020,Céréales,Blé tendre,Production-T (Tonnes),274.0
4547,2020,Maraîchage,Piment poivron,Superficie (Ha),1050.0
4548,2020,Maraîchage,Petit Pois vert,Production-T (Tonnes),2700.0
4549,2020,Légumineuses,Petit pois,Production-T (Tonnes),803.0
4550,2020,Maraîchage,Courge courgette,Superficie (Ha),80.0
4551,2020,Fourragères,Bersim,Superficie (Ha),160.0
4552,2020,Maraîchage,Petit Pois vert,Production-T (Tonnes),490.0
4554,2020,Maraîchage,Oignon vert,Production-T (Tonnes),100.0
4555,2020,Agrumes,Orange_Navel late,Superficie (Ha),329.0
4556,2020,Maraîchage,Petit Pois vert,Superficie (Ha),20.0
4557,2020,Légumineuses,Pois chiche,Superficie (Ha),430.0
4558,2020,Maraîchage,Pomme de terre,Superficie (Ha),75.0
4559,2020,Fourragères,Bersim,Production-T (Tonnes),19080.0
4560,2020,Maraîchage,Concombre,Superficie (Ha),20.0
4561,2020,Fourragères,Lupin,Production-T (Tonnes),24500.0
4562,2020,Maraîchage,Ail,Production-T (Tonnes),156.0
4563,2020,Oléagineuses,Arachide,Superficie (Ha),5000.0
4564,2020,Rosacées,Abricotier,Production-T (Tonnes),416.0
4565,2020,Maraîchage,Pastèque,Superficie (Ha),45.0
4566,2020,Maraîchage,Tomate,Superficie (Ha),53.0
4567,2020,Agrumes,Petit fruit_Nour,Production-T (Tonnes),345.0
4568,2020,Rosacées,Figuier,Superficie (Ha),427.0
4569,2020,Agrumes,Orange_Navelina,Production-T (Tonnes),91.0
4570,2020,Fourragères,Féverole,Superficie (Ha),2000.0
4571,2020,Céréales,Avoine,Superficie (Ha),200.0
4573,2020,Maraîchage,Tomate,Superficie (Ha),16.0
4574,2020,Rosacées,Bananier,Superficie (Ha),550.0
4575,2020,Amandiers,Amandier,Superficie (Ha),1658.0
4576,2020,Fourragères,Avoine vert,Superficie (Ha),2600.0
4577,2020,Amandiers,Amandier,Superficie (Ha),17689.0
4578,2020,Amandiers,Amandier,Production-T (Tonnes),79.0
4579,2020,Maraîchage,Fève verte,Production-T (Tonnes),330.0
4580,2020,Amandiers,Amandier,Superficie (Ha),11380.0
4581,2020,Maraîchage,Navet,Superficie (Ha),200.0
4582,2020,Maraîchage,Navet,Superficie (Ha),30.0
